ts,section,horizontal_axis,vertical_axis,duration_adjustment,section_score,monitor_base,monitor_total,monitor_neck_sidebend_front,monitor_neck_vertical,monitor_neck_twist_signed_deg,monitor_neck_twist_abs_deg,monitor_left_ear_visible,monitor_right_ear_visible,monitor_elbow_shoulder_offset_avg,monitor_elbow_shoulder_offset_std,monitor_wrist_span,monitor_shoulder_width,monitor_wrist_above_elbow_avg,monitor_document_holder_detected,monitor_document_bundle_detected,monitor_document_bundle_offset_flag,monitor_adj_too_high,phone_base,phone_total,phone_neck_sidebend,phone_phone_px_per_cm_est
1763864153.4601176,B,4,0,-1,3,2,5,-5.2645957343824845,-102.67031860351562,-5.2645957343824845,5.2645957343824845,1,1,0.0,0.0,74.03630065917969,162.6317367553711,29.429916381835938,0,0,0,3,0,0,-5.2645957343824845,4.279782546193976
1763864172.2511716,B,4,0,-1,3,2,5,2.462516967176852,-99.7358704414298,2.462516967176852,2.462516967176852,1,1,7.7858388126943225,0.05971435576552153,121.79133118616701,190.3798320387514,5.714414885884452,0,0,0,3,0,0,2.462516967176852,5.009995579967142
